"city","year","weekofyear","total_cases"
"sj",2008,18,5
"sj",2008,19,7
"sj",2008,20,9
"sj",2008,21,11
"sj",2008,22,11
"sj",2008,23,14
"sj",2008,24,14
"sj",2008,25,16
"sj",2008,26,16
"sj",2008,27,18
"sj",2008,28,19
"sj",2008,29,19
"sj",2008,30,20
"sj",2008,31,19
"sj",2008,32,19
"sj",2008,33,19
"sj",2008,34,20
"sj",2008,35,21
"sj",2008,36,20
"sj",2008,37,21
"sj",2008,38,21
"sj",2008,39,21
"sj",2008,40,21
"sj",2008,41,20
"sj",2008,42,18
"sj",2008,43,21
"sj",2008,44,18
"sj",2008,45,18
"sj",2008,46,19
"sj",2008,47,18
"sj",2008,48,17
"sj",2008,49,18
"sj",2008,50,18
"sj",2008,51,17
"sj",2008,52,15
"sj",2009,1,9
"sj",2009,2,14
"sj",2009,3,12
"sj",2009,4,9
"sj",2009,5,11
"sj",2009,6,10
"sj",2009,7,11
"sj",2009,8,11
"sj",2009,9,12
"sj",2009,10,12
"sj",2009,11,9
"sj",2009,12,11
"sj",2009,13,10
"sj",2009,14,10
"sj",2009,15,11
"sj",2009,16,11
"sj",2009,17,12
"sj",2009,18,13
"sj",2009,19,11
"sj",2009,20,11
"sj",2009,21,11
"sj",2009,22,13
"sj",2009,23,15
"sj",2009,24,13
"sj",2009,25,14
"sj",2009,26,15
"sj",2009,27,17
"sj",2009,28,17
"sj",2009,29,17
"sj",2009,30,17
"sj",2009,31,17
"sj",2009,32,18
"sj",2009,33,17
"sj",2009,34,16
"sj",2009,35,18
"sj",2009,36,17
"sj",2009,37,17
"sj",2009,38,16
"sj",2009,39,17
"sj",2009,40,17
"sj",2009,41,16
"sj",2009,42,17
"sj",2009,43,17
"sj",2009,44,18
"sj",2009,45,15
"sj",2009,46,17
"sj",2009,47,14
"sj",2009,48,16
"sj",2009,49,16
"sj",2009,50,16
"sj",2009,51,15
"sj",2009,52,16
"sj",2010,53,11
"sj",2010,1,8
"sj",2010,2,9
"sj",2010,3,7
"sj",2010,4,10
"sj",2010,5,10
"sj",2010,6,10
"sj",2010,7,8
"sj",2010,8,9
"sj",2010,9,10
"sj",2010,10,8
"sj",2010,11,10
"sj",2010,12,13
"sj",2010,13,14
"sj",2010,14,12
"sj",2010,15,11
"sj",2010,16,10
"sj",2010,17,12
"sj",2010,18,13
"sj",2010,19,11
"sj",2010,20,13
"sj",2010,21,12
"sj",2010,22,12
"sj",2010,23,14
"sj",2010,24,17
"sj",2010,25,14
"sj",2010,26,14
"sj",2010,27,15
"sj",2010,28,14
"sj",2010,29,12
"sj",2010,30,13
"sj",2010,31,15
"sj",2010,32,14
"sj",2010,33,14
"sj",2010,34,17
"sj",2010,35,16
"sj",2010,36,14
"sj",2010,37,16
"sj",2010,38,15
"sj",2010,39,15
"sj",2010,40,14
"sj",2010,41,13
"sj",2010,42,16
"sj",2010,43,18
"sj",2010,44,15
"sj",2010,45,13
"sj",2010,46,13
"sj",2010,47,16
"sj",2010,48,13
"sj",2010,49,10
"sj",2010,50,12
"sj",2010,51,10
"sj",2011,52,9
"sj",2011,1,7
"sj",2011,2,6
"sj",2011,3,9
"sj",2011,4,9
"sj",2011,5,8
"sj",2011,6,8
"sj",2011,7,9
"sj",2011,8,8
"sj",2011,9,7
"sj",2011,10,9
"sj",2011,11,8
"sj",2011,12,8
"sj",2011,13,6
"sj",2011,14,7
"sj",2011,15,8
"sj",2011,16,8
"sj",2011,17,7
"sj",2011,18,8
"sj",2011,19,9
"sj",2011,20,7
"sj",2011,21,7
"sj",2011,22,10
"sj",2011,23,8
"sj",2011,24,10
"sj",2011,25,12
"sj",2011,26,12
"sj",2011,27,11
"sj",2011,28,12
"sj",2011,29,11
"sj",2011,30,12
"sj",2011,31,11
"sj",2011,32,13
"sj",2011,33,13
"sj",2011,34,12
"sj",2011,35,13
"sj",2011,36,13
"sj",2011,37,14
"sj",2011,38,13
"sj",2011,39,15
"sj",2011,40,15
"sj",2011,41,12
"sj",2011,42,12
"sj",2011,43,12
"sj",2011,44,12
"sj",2011,45,13
"sj",2011,46,13
"sj",2011,47,11
"sj",2011,48,11
"sj",2011,49,12
"sj",2011,50,11
"sj",2011,51,10
"sj",2012,52,8
"sj",2012,1,7
"sj",2012,2,8
"sj",2012,3,6
"sj",2012,4,3
"sj",2012,5,5
"sj",2012,6,7
"sj",2012,7,4
"sj",2012,8,8
"sj",2012,9,5
"sj",2012,10,6
"sj",2012,11,6
"sj",2012,12,4
"sj",2012,13,3
"sj",2012,14,5
"sj",2012,15,6
"sj",2012,16,6
"sj",2012,17,6
"sj",2012,18,6
"sj",2012,19,6
"sj",2012,20,8
"sj",2012,21,7
"sj",2012,22,9
"sj",2012,23,10
"sj",2012,24,10
"sj",2012,25,11
"sj",2012,26,9
"sj",2012,27,10
"sj",2012,28,9
"sj",2012,29,9
"sj",2012,30,10
"sj",2012,31,11
"sj",2012,32,10
"sj",2012,33,8
"sj",2012,34,10
"sj",2012,35,8
"sj",2012,36,13
"sj",2012,37,11
"sj",2012,38,10
"sj",2012,39,12
"sj",2012,40,13
"sj",2012,41,11
"sj",2012,42,11
"sj",2012,43,11
"sj",2012,44,10
"sj",2012,45,11
"sj",2012,46,10
"sj",2012,47,8
"sj",2012,48,10
"sj",2012,49,10
"sj",2012,50,9
"sj",2012,51,8
"sj",2013,1,4
"sj",2013,2,5
"sj",2013,3,5
"sj",2013,4,4
"sj",2013,5,3
"sj",2013,6,4
"sj",2013,7,5
"sj",2013,8,4
"sj",2013,9,3
"sj",2013,10,2
"sj",2013,11,4
"sj",2013,12,3
"sj",2013,13,4
"sj",2013,14,3
"sj",2013,15,5
"sj",2013,16,5
"sj",2013,17,3
"iq",2010,26,2
"iq",2010,27,4
"iq",2010,28,4
"iq",2010,29,4
"iq",2010,30,6
"iq",2010,31,6
"iq",2010,32,7
"iq",2010,33,5
"iq",2010,34,7
"iq",2010,35,8
"iq",2010,36,5
"iq",2010,37,8
"iq",2010,38,8
"iq",2010,39,8
"iq",2010,40,10
"iq",2010,41,8
"iq",2010,42,6
"iq",2010,43,7
"iq",2010,44,5
"iq",2010,45,9
"iq",2010,46,5
"iq",2010,47,6
"iq",2010,48,7
"iq",2010,49,6
"iq",2010,50,7
"iq",2010,51,7
"iq",2011,52,8
"iq",2011,1,10
"iq",2011,2,9
"iq",2011,3,8
"iq",2011,4,8
"iq",2011,5,8
"iq",2011,6,8
"iq",2011,7,10
"iq",2011,8,6
"iq",2011,9,9
"iq",2011,10,9
"iq",2011,11,8
"iq",2011,12,7
"iq",2011,13,7
"iq",2011,14,8
"iq",2011,15,9
"iq",2011,16,7
"iq",2011,17,7
"iq",2011,18,7
"iq",2011,19,9
"iq",2011,20,7
"iq",2011,21,7
"iq",2011,22,7
"iq",2011,23,8
"iq",2011,24,8
"iq",2011,25,7
"iq",2011,26,6
"iq",2011,27,6
"iq",2011,28,6
"iq",2011,29,8
"iq",2011,30,6
"iq",2011,31,8
"iq",2011,32,7
"iq",2011,33,8
"iq",2011,34,7
"iq",2011,35,7
"iq",2011,36,5
"iq",2011,37,6
"iq",2011,38,7
"iq",2011,39,7
"iq",2011,40,6
"iq",2011,41,6
"iq",2011,42,7
"iq",2011,43,6
"iq",2011,44,5
"iq",2011,45,4
"iq",2011,46,8
"iq",2011,47,5
"iq",2011,48,6
"iq",2011,49,6
"iq",2011,50,8
"iq",2011,51,6
"iq",2012,52,6
"iq",2012,1,9
"iq",2012,2,8
"iq",2012,3,8
"iq",2012,4,7
"iq",2012,5,8
"iq",2012,6,9
"iq",2012,7,9
"iq",2012,8,7
"iq",2012,9,7
"iq",2012,10,7
"iq",2012,11,7
"iq",2012,12,7
"iq",2012,13,7
"iq",2012,14,7
"iq",2012,15,7
"iq",2012,16,8
"iq",2012,17,8
"iq",2012,18,6
"iq",2012,19,7
"iq",2012,20,9
"iq",2012,21,5
"iq",2012,22,5
"iq",2012,23,5
"iq",2012,24,5
"iq",2012,25,6
"iq",2012,26,6
"iq",2012,27,4
"iq",2012,28,7
"iq",2012,29,7
"iq",2012,30,9
"iq",2012,31,7
"iq",2012,32,7
"iq",2012,33,7
"iq",2012,34,9
"iq",2012,35,6
"iq",2012,36,7
"iq",2012,37,7
"iq",2012,38,8
"iq",2012,39,7
"iq",2012,40,6
"iq",2012,41,6
"iq",2012,42,6
"iq",2012,43,7
"iq",2012,44,6
"iq",2012,45,7
"iq",2012,46,6
"iq",2012,47,7
"iq",2012,48,6
"iq",2012,49,5
"iq",2012,50,5
"iq",2012,51,6
"iq",2013,1,8
"iq",2013,2,6
"iq",2013,3,7
"iq",2013,4,7
"iq",2013,5,9
"iq",2013,6,7
"iq",2013,7,9
"iq",2013,8,9
"iq",2013,9,8
"iq",2013,10,7
"iq",2013,11,7
"iq",2013,12,8
"iq",2013,13,7
"iq",2013,14,7
"iq",2013,15,6
"iq",2013,16,7
"iq",2013,17,9
"iq",2013,18,6
"iq",2013,19,7
"iq",2013,20,7
"iq",2013,21,8
"iq",2013,22,8
"iq",2013,23,7
"iq",2013,24,6
"iq",2013,25,8
"iq",2013,26,5
